id,Job_title,Company,Category,Location,Work_type,Working_type,Salary,Experience,Skills,Study_requirement,Desc,Link,Link_img
jt51,Delivery Supervisor,PT Tirta Varia Intipratama (Distributor AQUA),"Impor/Ekspor & Pabean (Manufaktur, Transportasi & Logistik)","Jakarta Barat, Jakarta Raya",Kontrak,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Spesifikasi, Usia maksimal 35 TahunPendidikan minimal D3/ S1 Management Transportasi dan LogistikBerpengalaman sebagai Delivery Supervisor minimal 1 Tahun di Perusahaan FMCG menjadi nilai tambahMenguasai proses Distribusi dan LogistikMenguasai Fleet Management SystemTerbiasa memonitoring driver dan kendaraan besarMemiliki prinsip yang kuatPekerja kerasTerbiasa bekerja dengan targetBersedia ditempatkan di Tangerang atau Depok., Usia maksimal 35 Tahun, Pendidikan minimal D3/ S1 Management Transportasi dan Logistik, Berpengalaman sebagai Delivery Supervisor minimal 1 Tahun di Perusahaan FMCG menjadi nilai tambah, Menguasai proses Distribusi dan Logistik, Menguasai Fleet Management System, Terbiasa memonitoring driver dan kendaraan besar, Memiliki prinsip yang kuat, Pekerja keras, Terbiasa bekerja dengan target, Bersedia ditempatkan di Tangerang atau Depok., Tugas dan Tanggung Jawab, Mengatur rute pengiriman Driver di depo bersama Sales SupervisorMemastikan semua orderan dari Tim Sales bisa terkirim 100% sesuai jadwalMemastikan driver melakukan ceklist kendaraan dan melakukan perawatan kendaraanMonitoring ratio penggunaan BBM dan kontrol kerusakan armadaMemastikan semua driver mencapai target ritasiBertanggung jawab atas terkirimnya produk ke outlet dan memastikan bahwa produk yang dikirim ke outlet sesuai dengan dokumen, Mengatur rute pengiriman Driver di depo bersama Sales Supervisor, Memastikan semua orderan dari Tim Sales bisa terkirim 100% sesuai jadwal, Memastikan driver melakukan ceklist kendaraan dan melakukan perawatan kendaraan, Monitoring ratio penggunaan BBM dan kontrol kerusakan armada, Memastikan semua driver mencapai target ritasi, Bertanggung jawab atas terkirimnya produk ke outlet dan memastikan bahwa produk yang dikirim ke outlet sesuai dengan dokumen, ",https://www.jobstreet.co.id/id/job/72050351?type=standout&ref=search-standalone,;
jt52,KEPALA ADMINISTRASI JAKARTA,PT Gaya Sukses Mandiri Kaseindo,Asisten Administratif (Administrasi & Dukungan Perkantoran),Jakarta Raya,Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Tugas dan Tanggung Jawab :, Tugas dan Tanggung Jawab :, Menjalin komunikasi dengan New Customer dan Existing Customer (data base All Sales)Membuat Penawaran HargaMemastikan dalam Kelengkapan dokumen & koordinasi, registrasi vendor, pengiriman barang, penagihanFilling DokumenMembantu aktifitas operasional penjualan, Menjalin komunikasi dengan New Customer dan Existing Customer (data base All Sales), Membuat Penawaran Harga, Memastikan dalam Kelengkapan dokumen & koordinasi, registrasi vendor, pengiriman barang, penagihan, Filling Dokumen, Membantu aktifitas operasional penjualan, Syarat dan Kualifikasi :, Syarat dan Kualifikasi :, Pendidikan minimal S1 Manajemen Pemasaran.Usia minimal 20 - 35 tahun.Diutamakan memiliki pengalaman selama minimal 2 tahun di bidang Admin Sales.Mampu mengidentifikasi peluang bisnis dan prospek kerjasama.Memiliki network / jaringan di Industri.Mampu Membuat strategi marketing B2B / Corporate.Teliti, cekatan, inisiatif, komunikatif, disiplin, pekerja keras, dan memiliki kemampuan problem solving.Penempatan : Jakarta - Kompleks Artha Gading, Pendidikan minimal S1 Manajemen Pemasaran., Usia minimal 20 - 35 tahun., Diutamakan memiliki pengalaman selama minimal 2 tahun di bidang Admin Sales., Mampu mengidentifikasi peluang bisnis dan prospek kerjasama., Memiliki network / jaringan di Industri., Mampu Membuat strategi marketing B2B / Corporate., Teliti, cekatan, inisiatif, komunikatif, disiplin, pekerja keras, dan memiliki kemampuan problem solving., Penempatan : Jakarta - Kompleks Artha Gading, Penempatan : Jakarta - Kompleks Artha Gading, ",https://www.jobstreet.co.id/id/job/72088040?type=standard&ref=search-standalone,;
jt53,Staff Finance Account Payable,PT Petra Sejahtera Abadi,Akuntansi & Pelaporan Finansial (Akuntansi),"Tangerang, Banten",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Tugas dan tanggung jawab:, Tugas dan tanggung jawab:, Memastikan seluruh penerimaan barang telah diinput untuk menjadi faktur pembelianTukar FakturMemastikan dokumen pendukung invoice dan faktur pajak sudah lengkap;Entry data invoice;Menyusun rencana pembayaranMemastikan proses pembayaran berjalan sesuai rencanaMelakukan rekonsiliasi AP dengan pihak terkaitMembuat Laporan RealisasiMelakukan filing dokumen voucher, Memastikan seluruh penerimaan barang telah diinput untuk menjadi faktur pembelian, Tukar Faktur, Memastikan dokumen pendukung invoice dan faktur pajak sudah lengkap;, Entry data invoice;, Menyusun rencana pembayaran, Memastikan proses pembayaran berjalan sesuai rencana, Melakukan rekonsiliasi AP dengan pihak terkait, Membuat Laporan Realisasi, Melakukan filing dokumen voucher, Kualifikasi:, Kualifikasi:, Pendidikan Minimal S1 Jurusan AkuntansiPengalaman Minimal 3 tahun sebagai Staff APMemiliki pengetahuan dan kemampuan dalam membuat Jurnal umum AkuntansiMengerti alur AP dari invoice, faktur pajak, nota retur dan laporan pembelian / utangMemiliki pengetahuan dan kemampuan dalam menggunakan Accurate SystemDapat bekerja dibawah TekananBisa bergabung secepatnyaPenempatan di Serpong - Tangerang, Pendidikan Minimal S1 Jurusan Akuntansi, Pengalaman Minimal 3 tahun sebagai Staff AP, Memiliki pengetahuan dan kemampuan dalam membuat Jurnal umum Akuntansi, Mengerti alur AP dari invoice, faktur pajak, nota retur dan laporan pembelian / utang, Memiliki pengetahuan dan kemampuan dalam menggunakan Accurate System, Dapat bekerja dibawah Tekanan, Bisa bergabung secepatnya, Penempatan di Serpong - Tangerang, Penempatan di Serpong - Tangerang, Benefit :, Benefit :, Gaji pokok + uang makan + uang transportBPJS KetenagakerjaanBPJS KesehatanPeluang jenjang karier, Gaji pokok + uang makan + uang transport, BPJS Ketenagakerjaan, BPJS Kesehatan, Peluang jenjang karier, , ",https://www.jobstreet.co.id/id/job/72080087?type=standard&ref=search-standalone,;
jt54,SUPERVISOR HUMAN RESOURCE DEVELOPMENT / HRD,CV Alterage Estetika Wellness Indonesia,Konsultasi & HR Umum (Sumber Daya Manusia & Perekrutan),"Medan, Sumatera Utara",Penuh waktu,Tidak ditampilkan,Rp 6.000.000 – Rp 9.000.000 per month,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,", Kualifikasi:, Kualifikasi:, Pendidikan minimal Diploma di Manajemen HR, Psikologi atau setara.Pengalaman kerja di bidang Human Resource /manajemen SDM minimal 2 tahun,Tegas, jujur, disiplin & ulet.Lebih disukai Supervisor/Koordinator khusus dalam HRD atau setara., Pendidikan minimal Diploma di Manajemen HR, Psikologi atau setara., Pengalaman kerja di bidang Human Resource /manajemen SDM minimal 2 tahun,, Tegas, jujur, disiplin & ulet., Lebih disukai Supervisor/Koordinator khusus dalam HRD atau setara., Kemampuan yang harus dimiliki:, Kemampuan yang harus dimiliki:, Mengerti Dan Paham Benar Yang Berkaitan Dengan HRMengerti proses manajemen SDM agar produktif dan mencapai KPI perusahaanMemiliki skill Leadership, kemampuan komunikasi, negosiasi, problem solving.mampu menggunakan tools HRD seperti tools assesment proses perekrutan, tools penyusunan KPI etc, Mengerti Dan Paham Benar Yang Berkaitan Dengan HR, Mengerti proses manajemen SDM agar produktif dan mencapai KPI perusahaan, Memiliki skill Leadership, kemampuan komunikasi, negosiasi, problem solving., mampu menggunakan tools HRD seperti tools assesment proses perekrutan, tools penyusunan KPI etc, Tanggung jawab:, Tanggung jawab:, Melakukan Perekrutan Karyawan Baru Di Segala LevelMembuat Kontrak Kerja Karyawan Baru Dan Perpanjangan Kontrak KerjaMampu Mebuat Perencanaan Training Untuk Seluruh Karyawan Dan Melakukan penilaian Performance.diutamakan yang memiliki skill manajemen SDM untuk meningkatkan produktifitas kerjaMembuat Laporan Kerja Secara Periodikal Kepada Top ManagementPengadaan, Perawatan & Mengfasilitas Untuk Kelancaran Operasional., Melakukan Perekrutan Karyawan Baru Di Segala Level, Membuat Kontrak Kerja Karyawan Baru Dan Perpanjangan Kontrak Kerja, Mampu Mebuat Perencanaan Training Untuk Seluruh Karyawan Dan Melakukan penilaian Performance., diutamakan yang memiliki skill manajemen SDM untuk meningkatkan produktifitas kerja, Membuat Laporan Kerja Secara Periodikal Kepada Top Management, Pengadaan, Perawatan & Mengfasilitas Untuk Kelancaran Operasional., ",https://www.jobstreet.co.id/id/job/72103195?type=standout&ref=search-standalone,;
jt55,Sales Promotor (Surabaya),MODENA INDONESIA,Asisten Ritel (Ritel & Produk Konsumen),"Surabaya, Jawa Timur",Kasual,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"TANGGUNG JAWAB, TANGGUNG JAWAB, Mempromosikan dan menjual produk MODENA kepada konsumen.Memberikan edukasi produk MODENA kepada konsumen.Menyusun dan menjaga kerapihan dan kebersihan area display produk., Mempromosikan dan menjual produk MODENA kepada konsumen., Memberikan edukasi produk MODENA kepada konsumen., Menyusun dan menjaga kerapihan dan kebersihan area display produk., , PERSYARATAN, PERSYARATAN, Pendidikan minimum SMA/sederajat.Berusia maksimum 30 Tahun.Diutamakan memiliki pengalaman sebagai sales promotor elektronik/gadget.Memiliki kemampuan komunikasi dan negosiasi yang baik.Lebih disukai terbiasa menggunakan ms. excel.Percaya diri, berpenampilan rapih, serta menjaga grooming yang baik.Bersedia bekerja dengan sistem shift & target.Lebih disukai memiliki HP Android., Pendidikan minimum SMA/sederajat., Berusia maksimum 30 Tahun., Diutamakan memiliki pengalaman sebagai sales promotor elektronik/gadget., Memiliki kemampuan komunikasi dan negosiasi yang baik., Lebih disukai terbiasa menggunakan ms. excel., Percaya diri, berpenampilan rapih, serta menjaga grooming yang baik., Bersedia bekerja dengan sistem shift & target., Lebih disukai memiliki HP Android., ",https://www.jobstreet.co.id/id/job/72091445?type=standard&ref=search-standalone,;
jt56,Export Documentation Staff - IB,PT Ultra Prima Abadi (Orang Tua Group),Asisten Administratif (Administrasi & Dukungan Perkantoran),Jakarta Raya,Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"What You'll Be Doing :, What You'll Be Doing :, Responsible for end to end process of export's documentation; from making, verifiying and archieving all the files required through online application or manually entered to our system.Plan and monitor all documentations process to be done effectively and efficiently., Responsible for end to end process of export's documentation; from making, verifiying and archieving all the files required through online application or manually entered to our system., Plan and monitor all documentations process to be done effectively and efficiently., , The Requirements We Need :, The Requirements We Need :, Bachelor Degree of Business Administration, Business Management, International Business, Management with minimum GPA 3.0At least 1 Year of working experience in the same field.Expert analytic skills and data presenting with Ms. Excel (such as Vlookup, Hlookup, chart, graphic) also familiar with Ms. Powerpoint's tools such as hyperlink or textbox.Creative thinking and orientation to detail.Willing to be placed at Cengkareng, West Jakarta, Bachelor Degree of Business Administration, Business Management, International Business, Management with minimum GPA 3.0, At least 1 Year of working experience in the same field., Expert analytic skills and data presenting with Ms. Excel (such as Vlookup, Hlookup, chart, graphic) also familiar with Ms. Powerpoint's tools such as hyperlink or textbox., Creative thinking and orientation to detail., Willing to be placed at Cengkareng, West Jakarta, Willing to be placed at Cengkareng, West Jakarta, , Only candidates who match our requirements are going to be followed up to the next stage of our recruitment process., , WE NEVER REQUEST FOR ANY MONEY OR FEES REGARDING THE EMPLOYEE RECRUITMENT PROCESS!, WE NEVER REQUEST FOR ANY MONEY OR FEES REGARDING THE EMPLOYEE RECRUITMENT PROCESS!, ",https://www.jobstreet.co.id/id/job/71976896?type=standout&ref=search-standalone,;
jt57,Staff Inventory (Translator),PT Hitachi Astemo Bekasi Powertrain Systems,"Pembelian, Pengadaan & Inventaris (Manufaktur, Transportasi & Logistik)","Cibitung, Jawa Barat",Kontrak,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Qualification :, Qualification :, S1 from all major (Japanese Language/ Literature are preferred)Having a minimum of 2 years of experience in handling administrationProficient in operating MS. OfficeFluent in Japanese both spoken and writtenHave a minimumJLPT N3certificateCan communicate well / HorensoFresh graduates are encouraged to apply, S1 from all major (Japanese Language/ Literature are preferred), Having a minimum of 2 years of experience in handling administration, Proficient in operating MS. Office, Fluent in Japanese both spoken and written, Have a minimumJLPT N3certificate, JLPT N3, Can communicate well / Horenso, Fresh graduates are encouraged to apply, , Job description :, Job description :, Able to do Japanese translation both in writing and speakingControlling document at Production Control DivisionSupport document needed for audit (internal & external)Create monthly report of process export activitiesSubmit internal budget of operational inventoryPropose improvement of working processSupport administrativeSupport translate document, Able to do Japanese translation both in writing and speaking, Controlling document at Production Control Division, Support document needed for audit (internal & external), Create monthly report of process export activities, Submit internal budget of operational inventory, Propose improvement of working process, Support administrative, Support translate document, ",https://www.jobstreet.co.id/id/job/72071314?type=standard&ref=search-standalone,;
jt58,General Admin,PT. DHARMAWAN TECHNOLOGIES,Asisten Administratif (Administrasi & Dukungan Perkantoran),"Jakarta Barat, Jakarta Raya",Penuh waktu,Tidak ditampilkan,"Rp 5,000,000 – Rp 6,000,000 per month",Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Responsibilities :, Responsible for administrative work (typing, filling documents, and correspondence, especially for supporting Office Management teamManaging database / implementing new procedure and administrative systemsAssisting in daily office needsOther administrative ad-hoc tasks as assigned, Responsible for administrative work (typing, filling documents, and correspondence, especially for supporting Office Management team, Managing database / implementing new procedure and administrative systems, Assisting in daily office needs, Other administrative ad-hoc tasks as assigned, Requirements :, 1 The candidate must possess at least Bachelor's Degree in Administration /         Management, 2. Possess minimum GPA of 3.00 from a reputable University, 3. Good communication skills, 4. Having experience in similar position at least 2 years, 5. Having good skill for Ms. Office, 6. Strong administration skills, , ",https://www.jobstreet.co.id/id/job/72057011?type=standout&ref=search-standalone,;
jt59,Accounting Manager,WAKI GROUP,Akuntansi & Pelaporan Finansial (Akuntansi),Jakarta Raya,Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Requirements:- Minimum a bachelor's degree in Accounting or Master is advantage- Proven work experience as a(n) External Audit, Financial Accountant or a similar role for a minimum of 3 years- Willing to be placed in Jakarta- Advanced knowledge of MS Excel is required and knowledge of accounting software such as SAP will be beneficial- In-depth understanding of business bookkeeping procedures.- Solid knowledge of accounting regulations, Requirements, Job Descriptions:- Responsible for accounting process, preparing journal entries, and monthly closure account- Perform accounting management and tax reporting- Preparing payment and filing of tax return- Preparing monthly tax payments (PPH 21, 22, 23, 25, Final, VAT, e-Faktur and e-SPT application) on timely manner- Prepare monthly reconciliation for Balance Sheet Account- Cost control and revenue optimization- Analyzing finance report, Job Descriptions:, ",https://www.jobstreet.co.id/id/job/72104477?type=standard&ref=search-standalone,;
jt60,Management Trainee,PT Mindreach Consulting,Desain Graifs (Desain & Arsitektur),Jakarta Raya,Kontrak,Tidak ditampilkan,"Rp 6,000,000 – Rp 7,000,000 per month",Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"In this position, the management trainee will learn a variety of skills and gain valuable experience from being placed in different roles throughout our photo editing department, including in staff-level, mid-level, and managerial-level positions. The management trainee will learn technical image editing skills, critical thinking skills, decision-making skills, and management/leadership skills. The management Trainee position is a paid temporary position that will last 1 year. After 1 year, an evaluation and decision will be made on whether an extended offer for a permanent position will be offered to the individual., We are looking for individuals that can demonstrate a growth mindset, critical thinking, superb attention to detail, perseverance, and a knack for identifying problems and solving those problems. Other attributes we are looking for are those that have a natural leadership quality in them., , , Job descriptions:, Job descriptions:, You will engage in various tasks through various sub-departments throughout the year-long contract, including but not limited to:Photoshop photo editingQuality controlWork CoordinationResearch & DevelopmentManagementAbide by company policies, protocols, and processes.Follow all company regulations.The position is a 1-year management trainee role. Upon completion, a certificate will be provided to the individual for completion of the program and a decision will be made whether an extended offer for a full-time position will be provided to the individual., You will engage in various tasks through various sub-departments throughout the year-long contract, including but not limited to:, Photoshop photo editing, Quality control, Work Coordination, Research & Development, Management, Abide by company policies, protocols, and processes., Follow all company regulations., The position is a 1-year management trainee role. Upon completion, a certificate will be provided to the individual for completion of the program and a decision will be made whether an extended offer for a full-time position will be provided to the individual., , , Requirements:, Requirements:, College Bachelor's degree is preferred but not required if equivalent experience can be substituted (Degree preference in management, business, graphic/multimedia design, computer science, or related).Growth mindset mentality with a strong desire to continuously learn.PerseveranceProactive, hard-working, and innovative.Superb attention to detail.Strong leadership skills.Ability to think 5 steps aheadStrong grasp of EnglishAbility to identify problems and create solutions for those problemsDemonstrate honest and ethical values.Experience working overseas is a plusExperience working in Tech is a plusCOVID-19 fully vaccinated.Willing to be placed in Jakarta., College Bachelor's degree is preferred but not required if equivalent experience can be substituted (Degree preference in management, business, graphic/multimedia design, computer science, or related)., Growth mindset mentality with a strong desire to continuously learn., Perseverance, Proactive, hard-working, and innovative., Superb attention to detail., Strong leadership skills., Ability to think 5 steps ahead, Strong grasp of English, Ability to identify problems and create solutions for those problems, Demonstrate honest and ethical values., Experience working overseas is a plus, Experience working in Tech is a plus, COVID-19 fully vaccinated., COVID-19 fully vaccinated., Willing to be placed in Jakarta., Willing to be placed in Jakarta, , , Work Hour(s):, Work Hour(s):, Monday to Friday: Full Day (08:00 - 17:00), , , Benefits:, Benefits:, Friendly and family-style working environment.Culture that promotes open communication and an Open Door policy.Room to grow based on performance and not seniority.Had the opportunity to work with international standard clients from the U.S., Australia, Frances, Canada, U.K. and others., Friendly and family-style working environment., Culture that promotes open communication and an Open Door policy., Room to grow based on performance and not seniority., Had the opportunity to work with international standard clients from the U.S., Australia, Frances, Canada, U.K. and others., ",https://www.jobstreet.co.id/id/job/72060454?type=standout&ref=search-standalone,;
jt61,REFA Staff,PT Ara Shoes Indonesia,Teknik Industri (Teknik),Jawa Tengah,Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"REQUIREMENT, REQUIREMENT, Bachelor of Industrial Engineering or related fieldMinimum 3 years of footwear industry experience.Responsible in managing IE project (One Pair System etc.)Hands on in shoe process developmentAnalyse and addressing problem solving in production processProactive / communicative / resilient / attitude / composure personalityAbility to establish priorities and time management., Bachelor of Industrial Engineering or related field, Minimum 3 years of footwear industry experience., Responsible in managing IE project (One Pair System etc.), Hands on in shoe process development, Analyse and addressing problem solving in production process, Proactive / communicative / resilient / attitude / composure personality, Ability to establish priorities and time management., , JOB DESCRIPTION, JOB DESCRIPTION, To analyses “bottlenecks” in production systems and develop proposals for their elimination,To plan, to design, to structure and to implement a process-oriented labour management,To get the actuals of time expenditure and evaluate time for order processing,To rate works professionally and differentiate remuneration for work based on the result achieved.Reviewing production, processes, specifications, and related information.Analyse processes that maximize efficiency and reduce non-value process.Developing and implementing process improvements and technological upgrades.Designing control systems to minimize costs and production issues.Developing process standards in cooperation with management and user personnel.Training staff for new processes and providing instructions and manuals.Managing process documentation and preparing production reports., To analyses “bottlenecks” in production systems and develop proposals for their elimination,, To plan, to design, to structure and to implement a process-oriented labour management,, To get the actuals of time expenditure and evaluate time for order processing,, To rate works professionally and differentiate remuneration for work based on the result achieved., Reviewing production, processes, specifications, and related information., Analyse processes that maximize efficiency and reduce non-value process., Developing and implementing process improvements and technological upgrades., Designing control systems to minimize costs and production issues., Developing process standards in cooperation with management and user personnel., Training staff for new processes and providing instructions and manuals., Managing process documentation and preparing production reports., ",https://www.jobstreet.co.id/id/job/72088513?type=standard&ref=search-standalone,;
jt62,Electrical Maintenance (Operational),PT LAPRINT JAYA,Teknik Elektro/Elektronik (Teknik),"Sidoarjo, Jawa Timur",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"KUALIFIKASI, Minimal pendidikan SMK, STM Sederajat, lebih disukai D3 Teknik MekanikUsia minimal 25 - 35 tahunMinimal pengalaman 3 tahun sebagai Mekanik mesin, terutama mesin printing, terutama mesin-mesin produksi di Industri percetakanMemiliki pengetahuan dan pemahaman tentang perawatan dan pemeliharaan mesin produksiMemiliki keahlian dibidang las, bubut, dan gerindraMemiliki pengetahuan tentang sparepart dan fungsi-fungsi mesinMemiliki pengalaman dibidang Maintenance Mekanik Mesin Produksi, Mekanik Tools, dan memperbaiki mesin ProduksiMemiki pemahanan preventive maintenance dengan baikBisa dan faham pneumatic engines penanganan maupun pengoperasiannyaBisa membaca Kaliper (jangka sorong), welding, hydrolic dan sistem lubrikasiMemiliki inisiative yang baik serta mampu bekerja secara team maupun individuFamiliar dengan Pneumatic mesin dan kelengkapannyaBisa menggambar teknis sebagai nilai tambah, Minimal pendidikan SMK, STM Sederajat, lebih disukai D3 Teknik Mekanik, Usia minimal 25 - 35 tahun, Minimal pengalaman 3 tahun sebagai Mekanik mesin, terutama mesin printing, terutama mesin-mesin produksi di Industri percetakan, Memiliki pengetahuan dan pemahaman tentang perawatan dan pemeliharaan mesin produksi, Memiliki keahlian dibidang las, bubut, dan gerindra, Memiliki pengetahuan tentang sparepart dan fungsi-fungsi mesin, Memiliki pengalaman dibidang Maintenance Mekanik Mesin Produksi, Mekanik Tools, dan memperbaiki mesin Produksi, Memiki pemahanan preventive maintenance dengan baik, Bisa dan faham pneumatic engines penanganan maupun pengoperasiannya, Bisa membaca Kaliper (jangka sorong), welding, hydrolic dan sistem lubrikasi, Memiliki inisiative yang baik serta mampu bekerja secara team maupun individu, Familiar dengan Pneumatic mesin dan kelengkapannya, Bisa menggambar teknis sebagai nilai tambah, TUGAS DAN TANGGUNG JAWAB :, Melakukan pekerjaan teknisi produksiMelakukan instalasi mesin baru maupun mesin yang sudah dimodivikasi agar bisa dioperasikan dengan baik oleh Operator ProduksiMelakukan perawatan dan menjaga performa mesin produksi serta dapat digunakan dengan minim kendala yang adaMelakukan troubleshooting mesin dan melakukan tindakan prefentive maintenance sesuai dengan standart yang ditetapkan oleh PerusahaanMelakukan pelaporan kendala maupun kegiatan harian kepada AtasanMelakukan kegiatan pelaporan pemakaian sparepart dan melakukan pengajuan pembelian untuk sparepart yang akan digunakan nantinyaDapat menganalisa kegunaan dan stok sparepart sehingga tidak terjadi keterlambatan ketersediaan sparepart ketika dibutuhkanMelakukan koordinasi dengan team internal maupun eksternal perihal perbaikan maupun instalasi mesin, Melakukan pekerjaan teknisi produksi, Melakukan instalasi mesin baru maupun mesin yang sudah dimodivikasi agar bisa dioperasikan dengan baik oleh Operator Produksi, Melakukan perawatan dan menjaga performa mesin produksi serta dapat digunakan dengan minim kendala yang ada, Melakukan troubleshooting mesin dan melakukan tindakan prefentive maintenance sesuai dengan standart yang ditetapkan oleh Perusahaan, Melakukan pelaporan kendala maupun kegiatan harian kepada Atasan, Melakukan kegiatan pelaporan pemakaian sparepart dan melakukan pengajuan pembelian untuk sparepart yang akan digunakan nantinya, Dapat menganalisa kegunaan dan stok sparepart sehingga tidak terjadi keterlambatan ketersediaan sparepart ketika dibutuhkan, Melakukan koordinasi dengan team internal maupun eksternal perihal perbaikan maupun instalasi mesin, ",https://www.jobstreet.co.id/id/job/72099505?type=standard&ref=search-standalone,;
jt63,ASISTEN LABORATORIUM,PT Tani Murni Indonesia,Jasa Laboratorium & Teknis (Sains & Teknologi),"Sleman, DI Yogyakarta",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,", About us, About us, TANI MURNI INDONESIA adalah perusahaan berbasis di Indonesia yang memproduksi, meneliti, membiakkan dan mendistribusikan benih sayuran berkualitas tinggi di Indonesia., , , Qualifications & experience, Qualifications & experience, , Usia maksimal 30 tahunPendidikan S1/S2 dengan fokus penelitian di bidang Fitopatologi/Bioteknologi Tanaman berbasis molekuler dan kultur jaringanPengalaman kerja minimal 3 tahun di Laboratorium berbasis molekulerSehat jasmani dan rohani, memiliki kondisi mata yang sehatMampu bekerja dalam tim, inovatif dan kreatifMau bekerja keras dan memiliki kemampuan berkomunikasi yang baikBersedia untuk berdomilisi di YogyakartaCV dilengkapi dengan pas foto dan estimasi permintaan gajiMemiliki publikasi ilmiah skripsi/tesis pada bidang fitopatologi/bioteknologi tanaman, Usia maksimal 30 tahun, Pendidikan S1/S2 dengan fokus penelitian di bidang Fitopatologi/Bioteknologi Tanaman berbasis molekuler dan kultur jaringan, Pengalaman kerja minimal 3 tahun di Laboratorium berbasis molekuler, Sehat jasmani dan rohani, memiliki kondisi mata yang sehat, Mampu bekerja dalam tim, inovatif dan kreatif, Mau bekerja keras dan memiliki kemampuan berkomunikasi yang baik, Bersedia untuk berdomilisi di Yogyakarta, CV dilengkapi dengan pas foto dan estimasi permintaan gaji, Memiliki publikasi ilmiah skripsi/tesis pada bidang fitopatologi/bioteknologi tanaman, , , , Tasks & responsibilities, Tasks & responsibilities, , Mengoperasikan alat alat laboratoriumMelakukan teknik pengujian berbasis molekuler dan interpretasi data hasil pengujianMelakukan teknik penelitian berbasis kultur jaringan (double haploid)Mengoperasikan aplikasi bioinformatikaMemiliki kemampuan bahasa Inggris aktif dan pasifBersedia untuk melakukan perjalan dinas keluar kota atau luar negeri, Mengoperasikan alat alat laboratorium, Melakukan teknik pengujian berbasis molekuler dan interpretasi data hasil pengujian, Melakukan teknik penelitian berbasis kultur jaringan (double haploid), Mengoperasikan aplikasi bioinformatika, Memiliki kemampuan bahasa Inggris aktif dan pasif, Bersedia untuk melakukan perjalan dinas keluar kota atau luar negeri, , , , Benefits, Benefits, , BPJS KesehatanBPJS TenagakerjaMakan siang, BPJS Kesehatan, BPJS Tenagakerja, Makan siang, , , ",https://www.jobstreet.co.id/id/job/72057411?type=standard&ref=search-standalone,;
jt64,Staff Marketing Palembang,PT. Asuransi Umum BCA,Komunikasi Pemasaran (Pemasaran & Komunikasi),"Palembang, Sumatera Selatan",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Usia maksimal 27 tahunMinimal Pendidikan S1, diutamakan jurusan Ekonomi, Manajemen Pemasaran,Sastra Inggris/Mandarin dan TeknikMemiliki pengalaman di bidang Perbankan dan/atau Asuransi Umum menjadi nilai tambahFresh graduate dipersilakan melamarMemiliki kemampuan komunikasi yang baikBerpenampilan rapiMemiliki SIM ABersedia penempatan di kantor Palembang, Usia maksimal 27 tahun, Minimal Pendidikan S1, diutamakan jurusan Ekonomi, Manajemen Pemasaran,Sastra Inggris/Mandarin dan Teknik, Memiliki pengalaman di bidang Perbankan dan/atau Asuransi Umum menjadi nilai tambah, Fresh graduate dipersilakan melamar, Memiliki kemampuan komunikasi yang baik, Berpenampilan rapi, Memiliki SIM A, Bersedia penempatan di kantor Palembang, ",https://www.jobstreet.co.id/id/job/72060509?type=standard&ref=search-standalone,;
