Company,Job_title,Location,Salary,Work Type,Skill,Job_Desc,Links
Quest Hotel Kuta,Engineer Trainee,"Kuta, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Magang,"Engineering, Engineer Trainee, Trainee",,https://glints.com/id/opportunities/jobs/engineer-trainee/3fde02db-96c8-4b39-a559-724aef095fe9?utm_referrer=explore
PT Adinata Mitra Solusi,IT Project Manager,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Rp8jt-Rp9jt,Penuh Waktu,"Perancangan sistem, Sofware Engineer, Pengendalian Proses, Project Manager, Microsoft Office",,https://glints.com/id/opportunities/jobs/it-project-manager/0028e0b3-7dd1-48a9-874f-066ee1ab8894?utm_referrer=explore
Quest Hotel Kuta,Human Resources Trainee,"Kuta, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Magang,"Human Resources, Human Resource Trainee, Trainee",,https://glints.com/id/opportunities/jobs/human-resources-trainee/72811927-4735-4967-8a52-dc3daab1de9d?utm_referrer=explore
Wadja Group,Sales Executive Cabang Bali,"Klungkung, Kab. Klungkung, Bali, Indonesia",Rp2jt,Kontrak,,"Mengatur dan melakukan kunjungan penjualan, Membuat proposal terperinci dan materi untuk presentasi kepada klien, Menawarkan kepada klien tentang layanan dan penawaran perusahaan, Menjaga hubungan dengan klien dengan memberikan dukungan dan informasi, Menyarankan peluang baru dan solusi, Bekerja sama dengan tim Pemasaran untuk menyusun paket layanan, Memberikan tanggapan yang cepat terhadap pertanyaan atau penyelesaian keluhan klien, Membantu mencapai target penjualan, Mengelola catatan aktivitas penjualan dan menyusun laporan penjualan",https://glints.com/id/opportunities/jobs/sales-executive-cabang-bali/8a73439e-942e-4bc9-8c36-d637da2fddd2?utm_referrer=explore
Quest Hotel Kuta,Sales & Marketing Trainee,"Kuta, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Magang,"Sales Marketing Training, Sales Marketing, Trainee",,https://glints.com/id/opportunities/jobs/sales-and-marketing-trainee/63ac1613-906e-479b-9ec5-12c41cc4e442?utm_referrer=explore
CV. Karya Pertiwi,Beautician,"Serpong Utara, Tangerang Selatan, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Kontrak,,"Berpenampilan Menarik, Jujur, penyabar, teliti dan disiplin, Bisa berkomunikasi dengan baik & ramah, Mempunyai minat untuk mengerjakan manicure dan pedicure., Berpengalaman sebagai Nails Beautician",https://glints.com/id/opportunities/jobs/beautician/c3cea130-84ab-4198-8fc9-c9195235d07f?utm_referrer=explore
Quest Hotel Kuta,FB Product Trainee,"Kuta, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Magang,"Training, Trainee, FB Product",,https://glints.com/id/opportunities/jobs/fb-product-trainee/a05d7329-8f29-4495-ba85-c4a6f945e8ce?utm_referrer=explore
Quest Hotel Kuta,FB Service Trainee,"Kuta, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Magang,,,https://glints.com/id/opportunities/jobs/fb-service-trainee/9047e1e1-7fde-4dae-9e54-ac79858fde2d?utm_referrer=explore
Sharkmind,KOL Staff,"Pagedangan, Kab. Tangerang, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/kol-staff/194b599e-4fc9-4d0b-be78-b9bd650e9f83?utm_referrer=explore
Sharkmind,Content Creator Staff,"Kembangan, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Deskripsi Pekerjaan:
Melakukan research idea content dan menjadikan brief video durasi pendek (30 detik s.d 1 menit), Create berbagai jenis konten untuk keperluan marketing sesuai campaign yang dijalankan (hardselling, softselling dan trend) dan me-maintain media sosial., Ikut dalam shooting content untuk memastikan idea & brief berjalan sesuai rencana, Melakukan evaluasi content terhadap enngagement berserta faktor-faktornya, Berkolaborasi dengan Tim Creative di Divisi Marketing

Kualifikasi:, Perempuan, 1-3 tahun pengalaman, Terbiasa membuat video under 1 minute untuk platform tiktok & reels, Memahami penggunaan platform social media instagram, facebook, youtube, tiktok (advanced), Berpengalaman dalam melakukan riset konten, Minimal passive english, Up to date dengan trend social media, Dapat membedakan penggunaan bahasa untuk setiap platform (sosmed, media massa online, dan email marketing), Terbiasa membuat content plan daily untuk suatu brand, Terbiasa menulis caption untuk instagran feed, deskripsi youtube, dan tiktok, Terbiasa editing video dengan capcut/sejenisnya, Bisa menjadi pemeran/model/talent di dalam video, Komunikatif, ramah, sabar, inisiatif, kreatif, jujur, tanggung jawab, dan pekerja keras, Mampu bekerja dalam team maupun individu",https://glints.com/id/opportunities/jobs/content-creator-staff/a8d3f5ac-cee2-4109-87cb-2da8afbdf628?utm_referrer=explore
Quest Hotel Kuta,Housekeeping Trainee,"Kuta, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Magang,,,https://glints.com/id/opportunities/jobs/housekeeping-trainee/150b06e8-b0fb-49cd-85af-9c365b6a8d4d?utm_referrer=explore
Quest Hotel Kuta,Front Office Trainee,"Kuta, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Front Office, Front Office Trainee, Trainee",,https://glints.com/id/opportunities/jobs/front-office-trainee/943cbdbd-1517-4829-bc42-bc322ca17df6?utm_referrer=explore
Busana Apparel Group,Senior Fashion Designer,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/senior-fashion-designer/2dbb4e04-4799-4876-927f-eb1eb9485e55?utm_referrer=explore
PT Astronacci International,Content Creator,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/content-creator/23f8ad53-2a9d-4865-923d-b5ca1462bea1?utm_referrer=explore
PT. Xenon Eurasia Pasific,Admin Staff,"Pancoran, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Kontrak,"Memiliki Kemampuan Komunikasi Yang Baik, Surat menyurat, Micorosft Office, Staff Administrasi","Mampu melaksanakan pekerjaan administrasi spt : MOM, Surat menyurat, Persiapan dokumen tender dan dokumen penagihan., Mampu berkomunikasi dengan baik kepada cross divisi dan partner., Membantu menyiapkan presentasi, proposal serta laporan sesuai kebutuhan perusahaan., Mampu melaksanakan distribusi/ informasii dokumen ke bidang terkait dengan segala informasi yang diterima berkenaan dengan pekerjaan., Mampu menyelenggarakan dan/ mengikuti meeting koordinasi serta melakukan pencatatan., Proaktif memberikan masukan atau mengngatkan agar proses administratif dan agenda perusahaan berjalan dgn baik.",https://glints.com/id/opportunities/jobs/admin-staff/f60755a6-1754-4f39-8cf4-9cad9358536f?utm_referrer=explore
Queen Care,kasir salon rambut,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia","Rp1,9jt-Rp2,5jt",Penuh Waktu,"Mengoperasikan Mesin kasir, adm/kasir, Pelayanan kasir",,https://glints.com/id/opportunities/jobs/kasir-salon-rambut/ac9aa27f-b276-498c-b6c7-717bcd50a556?utm_referrer=explore
Multi Group (property),Supervisor (Property),"Dukuh Pakis, Surabaya, Jawa Timur, Indonesia","Rp7,5jt",Penuh Waktu,,,https://glints.com/id/opportunities/jobs/supervisor-property/207f01e2-1b49-4476-b4fe-b53302b38242?utm_referrer=explore
UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,Magister Parasitologi,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Laki-laki/Perempuan, Telah Menempuh Pendidikan Magister Parasitologi, Berprilaku Baik",https://glints.com/id/opportunities/jobs/magister-parasitologi/08f93a2c-02dc-4634-8e20-b5ede54221c5?utm_referrer=explore
Geekgarden,DevOps Intern,"Kapanewon Mlati, Kab. Sleman, DI Yogyakarta, Indonesia",Perusahaan tidak menampilkan gaji,Magang,"SQL Basic Query, CI/CD, Client Server, Devops - Docker, Linux","Final year bachelor’s degree in IT or Computer Science, Knowledge of DevOps culture, practices and principles, Familiar with Linux, Good understanding of Bash Script, Client Server, LAMP or Webserver (Apache/NGINX), and SQL Basic Query, Critical thinking, good at diagnosis, problem analyzing, resolving, and system planning, Willing to work onsite in Yogyakarta",https://glints.com/id/opportunities/jobs/devops-intern/031adc77-d7df-4494-ba01-23969c91aaab?utm_referrer=explore
UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,Magister Mikrobiologi Kedokteran,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Laki-laki/Perempuan, Telah Menempuh Pendidikan Magister Mikrobiologi Kedokteran, Berprilaku Baik",https://glints.com/id/opportunities/jobs/magister-mikrobiologi-kedokteran/afcfb003-c568-46e3-aaee-2d1d317aa0f4?utm_referrer=explore
Grande Valore Hotel & Serviced-Apartment,Sous Chef,"Cikarang Selatan, Kab. Bekasi, Jawa Barat, Indonesia",Rp8jt-Rp12jt,Penuh Waktu,"bisa memasak menu oriental, bisa memasak menu pasta, Bisa Memasak, bisa memasak menu indonesia, bisa memasak menu western","Pengalaman kerja sebelumnya di posisi yang serupa minimal di hotel bintang 3 (minimal 2 tahun), Pendidikan formal di bidang kuliner (nilai plus)., Keterampilan memasak yang kuat dan pengetahuan tentang berbagai jenis masakan., Kemampuan manajemen waktu yang baik dan mampu bekerja di bawah tekanan., Keterampilan komunikasi yang baik dan kemampuan kepemimpinan., Pemahaman tentang keamanan pangan dan peraturan sanitasi., Dapat mengatur anak buah",https://glints.com/id/opportunities/jobs/sous-chef/ecbcbb8b-3b70-4f38-9a04-1e880ecedf7d?utm_referrer=explore
UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,Magister Kedokteran Medical Edication,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Laki-laki/Perempuan, Telah Menempuh Pendidikan Magister Kedokteran Medical Edication, Berprilaku Baik",https://glints.com/id/opportunities/jobs/magister-kedokteran-medical-edication/615ce103-f395-4870-8aed-33f54880ff76?utm_referrer=explore
PT. Asuransi Cakrawala Proteksi Indonesia,MARKETING STAFF,"Karawang Barat, Kab. Karawang, Jawa Barat, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Work Under Pressure, Komunikatif, Target Oriented, Marketing, Memiliki Loyalitas",,https://glints.com/id/opportunities/jobs/marketing-staff/9c147c71-40ad-4905-a291-d41c44f50489?utm_referrer=explore
UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,Magister Patologi Klinik,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Smart And Fast Learner, -Memiliki kemauan belajar yang k, Berpengalaman mengajar","Laki-laki/Perempuan, Telah Menempuh Pendidikan Magister Patologi Klinik, Berprilaku Baik",https://glints.com/id/opportunities/jobs/magister-patologi-klinik/5a8b2e26-6dcd-4f01-a98e-c58d1d902695?utm_referrer=explore
BT Batik Trusmi,Marketing Perumahan KPR Kendal,"Pegandon, Kab. Kendal, Jawa Tengah, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Melakukan penawaran produk perumahan, Melakukan negosiasi dengan konsumen, Melakukan pengumpulan database konsumen dan melakukan seleksi konsumen, Menginput database konsumen ke sistem aplikasi, Melakukan pemberkasan data konsumen",https://glints.com/id/opportunities/jobs/marketing-perumahan-kpr-kendal/c1678c33-4dd4-4b7f-8aaa-5e55492b3c26?utm_referrer=explore
UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,Magister Farmakologi,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Smart And Fast Learner, -Memiliki kemauan belajar yang k, Berpengalaman mengajar","Laki-laki/Perempuan, Telah Menempuh Pendidikan Magister Farmakologi, Berprilaku Baik",https://glints.com/id/opportunities/jobs/magister-farmakologi/06c97b37-8002-474f-8976-e8d13c5beb69?utm_referrer=explore
Tamura.Id,Sales Otomotif,"Kalideres, Jakarta Barat, DKI Jakarta, Indonesia","Rp4jt-Rp4,5jt",Kontrak,"Persuasive Selling, Negotiation, Sales, Collection","Melakukan penjualan produk Tamura kepada toko-toko spare parts dan/atau bengkel di area yang ditunjuk perusahaan., Menambah database baru (NOO) dengan mencari toko-toko spare parts dan/atau bengkel yang baru., Menjaga hubungan baik dengan customer (toko-toko spare parts dan/atau bengkel)., Melakukan monitoring dan analisa produk kompetitor, harga produk kompetitor, strategi pemasaran dan pelayanan dari kompetitor., Menyusun rencana kerja harian (work plan) terkait aktivitas kunjungan ke customer (toko-toko spare parts dan/atau bengkel).


Kualifikasi, Bisa untuk bekerja secepatnya, Pengalaman dalam penjualan produk otomotif akan menjadi nilai tambah., Memiliki pengetahuan yang baik tentang industri otomotif dan tren pasar terkini., Kemampuan komunikasi yang baik dan kepribadian yang ramah serta seorang pekerja yang tidak mudah putus asa (gigih)., Mampu bekerja dengan jujur secara mandiri dan dalam tim., Memiliki kemampuan negosiasi yang kuat dan dapat mempengaruhi pelanggan., Bersedia untuk perjalanan dinas ke seluruh wilayah di Indonesia (perjalanan dinas bisa 14-30 hari sesuai penunjukan perusahaan), Berdomisili di Jabodetabek",https://glints.com/id/opportunities/jobs/sales-otomotif/905f91b4-71b8-4055-a9ee-a47b959517fa?utm_referrer=explore
PT. Gloria Jasa Mandiri,Head Sales Property,"Bekasi Selatan, Bekasi, Jawa Barat, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/head-sales-property/43f9fd1c-9691-473b-9b39-90d1a89b0bf6?utm_referrer=explore
PT Indonesia Bakery Family,Marketing Leader (Mandarin Speaker),"Medan Deli, Medan, Sumatera Utara, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/marketing-leader-mandarin-speaker/0d3d3a49-7832-4ac7-83b5-04a6630225f1?utm_referrer=explore
PT Indonesia Bakery Family,Marketing Leader (Mandarin Speaker),"Sukolilo, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/marketing-leader-mandarin-speaker/8824fe15-3529-4ae8-acbd-52331fc950c3?utm_referrer=explore
Qiscus Pte Ltd,Key Account Manager,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Software as a Service (SaaS), Sales, B2b Sales","Understand clients needs deeply by engaging the various stakeholders in their organization, including the management., Help clients optimize the usage of Qiscus solutions so that they are able to maximise their ROI, Identify new areas where we can better help our clients grow their business using other Qiscus solutions, Create proposals and pitch best solution(s) that address(es) clients’ needs, Maintain close relationships with existing clients and ensure high customer satisfaction ratings., Achieve sales targets and profitability objectives, Proactively assesses, clarifies, and validates client needs ongoing basis",https://glints.com/id/opportunities/jobs/key-account-manager/dfd9c7da-9612-4dbc-aa37-a0db90cba18f?utm_referrer=explore
PT Multi Sukses Kolabo,3D Designer,"Bandung Wetan, Bandung, Jawa Barat, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"SketchUp, Creative Problem Solving, 3d Design, Autocad","Developing visual concepts and designs, that align with brand's identity and meet clien's need, Designing 3D layout concepts and designs (such as event production, installation or pop-up booth), Maintain knowledge of design trends and possess creative soul and innovative, also conduct market research",https://glints.com/id/opportunities/jobs/3d-designer/fb1f6c70-b5e7-456c-ad69-06fe1eb56318?utm_referrer=explore
UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,Magister Fisiologi,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Laki-laki/Perempuan, Telah Menempuh Pendidikan Magister Fisiologi, Berprilaku Baik",https://glints.com/id/opportunities/jobs/magister-fisiologi/0ed84f53-93fe-4ec3-b3f7-40d6e2897c17?utm_referrer=explore
UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,Magister Anatomi,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Laki-laki/Perempuan, Telah Menempuh Pendidikan Magister Anatomi, Berprilaku Baik",https://glints.com/id/opportunities/jobs/magister-anatomi/bc273a54-e7b5-42af-add3-ad83684ed9e4?utm_referrer=explore
Pt. Rhino Indonesia Sukses,Teknisi Mesin Print,"Sawah Besar, Jakarta Pusat, DKI Jakarta, Indonesia","Rp4jt-Rp5,5jt",Penuh Waktu,,"Kandidat berusia Maksimal 30 Tahun., Pendidikan Minimal S1 Tehnik Elektro/Tehnik Mesin, Pengalaman Kerja Minimal 3 Tahun pengalaman dalam bidang yang sesuai untuk posisi ini, Memahami komputer dan instalasi OS, Bersedia dinas Luar Kota, Menguasai aplikasi Adobe Illustrator, Corel Draw, dll, memiliki sikap Leadership, berintegritas, cekatan, kreatif, inovatif, dan menyukai tantangan., memiliki kemampuan komunikasi yang baik",https://glints.com/id/opportunities/jobs/teknisi-mesin-print/7f6ed361-48f8-472d-8579-55611d5650a6?utm_referrer=explore
UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,Magister Histologi,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Smart And Fast Learner, -Memiliki kemauan belajar yang k, Berpengalaman mengajar","Laki-laki/Perempuan, Telah Menempuh Pendidikan Magister Histologi, Berprilaku Baik",https://glints.com/id/opportunities/jobs/magister-histologi/3b2c8565-6c5c-4198-bf43-43fa26640765?utm_referrer=explore
Bao Buns,Cook Helper,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Disiplin Dan Jujur, Dapat bekerja tepat waktu, Kitchen helper, Cook Helper","Laki-laki/Perempuan, usia 21-35 tahun, Memiliki pengalaman dibagian kitchen, Jujur, disiplin, mau belajar, dan tepat waktu, Domisili: Kelapa Gading dan sekitarnya, Periode: 8-19 November 2023 (12 hari), Lokasi: Aloha PIK 2",https://glints.com/id/opportunities/jobs/cook-helper/21f3bd0a-dc5b-4161-83f7-dbb601c820f4?utm_referrer=explore
UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,Magister Biokimia,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Smart And Fast Learner, -Memiliki kemauan belajar yang k, Berpengalaman mengajar","Laki-laki/Perempuan, Telah Menempuh Pendidikan Magister Biokimia, Berprilaku Baik",https://glints.com/id/opportunities/jobs/magister-biokimia/b2fba82e-b9fe-4d13-afda-afa1943656f1?utm_referrer=explore
PT. Rudy Hadisuwarno Oetomo (RHO),Therapis Salon,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Berpengalaman min. 1 tahun, Wanita, Usia max. 40 tahun, Pendidikan diutamakan min. SMP, Diutamakan berpengalaman di Salon, Memahami teknik Therapist (Treatment Menipedi, Nail Polish, Creambath, Head Massage, dsb), Berpenampilan menarik, Good Attitude & Teamwork, Dapat bergabung secepatnya, Penempatan: Jakarta, Bogor, Karawang, Madiun, Solo, Kediri, Luwuk Banggai, Riau, & Alam Sutera (Seluruh Outlet yang membutuhkan)",https://glints.com/id/opportunities/jobs/therapis-salon/dcfb310f-bc82-4458-be7a-faf4125efaea?utm_referrer=explore
Korner Indonesia,Public Relations and Partnership,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",Rp4jt-Rp5jt,Penuh Waktu,"Marketing, Communication, Public Relations, B2B Partnership, Partnerships","Develop and execute a comprehensive partnership strategy to expand our network and collaborate with key stakeholders in the legal and technology sectors;, Identify potential partnership opportunities, negotiate agreements, and manage ongoing relationships;, Manage public relations efforts, including drafting press releases, organizing media events, and cultivating positive relationships with media outlets;, Craft and implement communication strategies to enhance the company's reputation and brand image;, Monitor and report on public relations and partnership activities, providing insights and recommendations for improvement;, Collaborate with cross-functional teams to ensure alignment of messaging and branding efforts.",https://glints.com/id/opportunities/jobs/public-relations-and-partnership/f765c853-d314-4e15-8830-7a89314dc98b?utm_referrer=explore
PT.  XENA PRANADIPA DHIA CAKRA,Business Development Executive,"Batam Kota, Batam, Kepulauan Riau, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Marketing, Presenting Skill, Negotiating Skills",,https://glints.com/id/opportunities/jobs/business-development-executive/49c38c36-850c-4036-97a3-1b8ca2db3990?utm_referrer=explore
KITA Keluarga,Daycare Manager,"Serpong, Tangerang Selatan, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Kontrak,"Management, Communication Skills, Working With Children, Organizational Skill","Plan, organize, maintain, and manage Daycare operations., Administer, implement, and monitor policies, procedures, and processes in support of Daycare operations., Participate in the development and administration of the Daycare’s budget and coordinate the allocation of resources., Manage the administrative needs of Daycare., Maintain accurate records of children, staff, and inventory., Generate weekly & monthly reports through data collection and analysis., Create and maintain work schedules for staff., Maintain a safe and clean environment according to health and safety regulations., Conduct regular safety drills and ensure staff is trained on emergency procedures., Act as a liaison between parents, staff, and management., Procure and maintain Daycare supplies and inventory, such as toys, educational materials and equipment., Conduct performance reviews for staff and offer constructive feedback., Maintain and manage staff productivity and relations.",https://glints.com/id/opportunities/jobs/daycare-manager/14c7b433-0940-43ee-975d-870b0f3ab3ca?utm_referrer=explore
UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,Magister Ilmu Kedokteran Komunitas/Ilmu Kedokteran Pencegahan,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Laki-laki/Perempuan, Telah Menempuh Pendidikan Magister Ilmu Kedokteran Komunitas/Ilmu Kedokteran Pencegahan, Berprilaku Baik",https://glints.com/id/opportunities/jobs/magister-ilmu-kedokteran-komunitas-ilmu-kedokteran-pencegahan/bc35602e-f47a-4217-84e1-db6fd960d4c6?utm_referrer=explore
PT Rivindi Artha Mandiri (RITMA Group),SALES OFFICER  (PALEMBANG),"Sukarami, Palembang, Sumatera Selatan, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Target Oriented, Aktif Dan Inisiatif, memiliki kendaraan bermotor","Melakukan penjualan produk, Memberi informasi tentang produk dan layanan kepada pelanggan, Memenuhi target penjualan bulanan dan tahunan, Menghasilkan prospek penjualan melalui telepon, email atau bertatap muka langsung, Melakukan pertemuan tatap muka atau presentasi online untuk proses penjualan, Menjamin kepuasan pelanggan",https://glints.com/id/opportunities/jobs/sales-officer-palembang/ae2f3653-a4f7-4727-864f-044c29b2e343?utm_referrer=explore
PT Rivindi Artha Mandiri (RITMA Group),MARKETING COMMUNICATION (JAKARTA),"Sawah Besar, Jakarta Pusat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Promosikan produk dan layanan perusahaan secara berkesinambungan, Mengkoordinasikan desain materi promosi dan mendistribusikan di saluran online dan offline, Mengiklankan perusahaan dan produk/ layanan perusahaan di berbagai media, Merencanakan wawancara dan konferensi pers jika diperlukan, Menghasilkan salinan pemasaran untuk situs web perusahaan, Membuat dan mengirim buletin secara teratur mengenai pembaruan produk dan perusahaan, Lacak ROI untuk kampanye pemasaran, Mengikuti grup media sosial dan platform profesional untuk membahas topik terkait industri perusahaan, Memantau situs web perusahaan dan halaman media sosial dan menjawab pertanyaan klien, Melakukan marketing intelligence, Jaringan dengan para pakar industri dan customer potensial untuk mendorong brain awareness, Mengumpulkan Feedback dari pelanggan dan menginformasikannya kepada tim penjualan dan produksi",https://glints.com/id/opportunities/jobs/marketing-communication-jakarta/e71422b5-f49c-4d02-91d9-a484b32202d4?utm_referrer=explore
PT Rivindi Artha Mandiri (RITMA Group),COUNTER SALES SUPPORT COORD  (CSS-JKT),"Sawah Besar, Jakarta Pusat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Sales Admin Support, Telemarketing, Mengoprasikan Komputer, CUST SERVICE REPRESENTATIVE, Sales Counter","Melayani dan membantu pelanggan yang datang maupun pelanggan yang melakukan proses pembelian via email, fax, dan pesan singkat handphone, Menentukan item barang yang dibutuhkan oleh pelanggan dan menyarankan alternatif item tambahan yang terkait dengan pesanan pelanggan., Melakukan administrasi penjualan dan membuat sales order Membantu dan menyelesaikan keluhan pelanggan., Menunjukkan sikap positif, ramah dan membantu pelanggan, serta peka terhadap kebutuhan pelanggan. Menjaga area counter secara tertib dan atraktif., Memimpin team CSS dan membantu koordinasi antar divisi, Memastikan SOP dan Juklak dilakukan oleh team",https://glints.com/id/opportunities/jobs/counter-sales-support-coord-css-jkt/1f591c5e-97ec-4f04-af09-a466dadfbac0?utm_referrer=explore
PT. INFINITI REALTY,Quantity Surveyor,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia","Rp6,5jt-Rp7,5jt",Penuh Waktu,"Bill Of Quantity, Drafter, Quantity Surveyor",,https://glints.com/id/opportunities/jobs/quantity-surveyor/2a56a907-9ce9-466b-a83e-1dfefb777867?utm_referrer=explore
PT TIGA BERLIAN MANDIRI (TIBERMAN),Area Sales Manager & Relationship Manager  (Balikpapan),"Balikpapan Utara, Balikpapan, Kalimantan Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Mengidentifikasi dan menghubungi prospek potensial di area yang ditugaskan., Mempromosikan dan menjual produk dan layanan perusahaan kepada pelanggan potensial., Membangun dan menjaga hubungan bisnis yang baik dengan pelanggan yang ada., Mencapai target penjualan yang ditetapkan oleh perusahaan., Mengikuti perkembangan pasar dan tren industri terkait., Memberikan layanan pelanggan yang superior dan menjawab pertanyaan atau masalah pelanggan dengan cepat dan efektif., Mengumpulkan dan menyampaikan informasi pasar dan umpan balik pelanggan kepada tim manajemen.",https://glints.com/id/opportunities/jobs/area-sales-manager-and-relationship-manager-balikpapan/bef146a0-5890-4496-b642-a2683e92656c?utm_referrer=explore
Cafe Batavia,Restaurant Manager,"Taman Sari, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Max. 35 years old, 5+ years as Restaurant Manager, Diploma or Bachelor's degree, 10+ years in F&B industry, Strong leadership & management skills, Excellent communication & teamwork abilities, Able to work uder pressure & meet deadlines, Knowledge of HACCP, Proficient in maintaining administration, Experience handling large events, such as weddings and gala dinners",https://glints.com/id/opportunities/jobs/restaurant-manager/c5cd3a62-d28f-460f-8898-b0c9e46dde54?utm_referrer=explore
JK Company,Host live streaming,"Sidoarjo, Kab. Sidoarjo, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/host-live-streaming/090577e7-ac7b-40f5-8cd5-38605ec2ced4?utm_referrer=explore
PT Penta Artha Impressi,Digital & Activation Marketing Supervisor,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"eCommerce, Social Media Marketing, Digital Marketing, Revou Certification","Lulusan S1 jurusan Marketing/Ilmu Komunikasi, Memiliki pengalaman min. 3 tahun di bidang yang sama, Menguasai SEO, KOL & digital analytic, Memahami sepenuhnya mengenai platform media sosial, Memahami brand activation dan brand development, Memiliki background Revou lebih disukai",https://glints.com/id/opportunities/jobs/digital-and-activation-marketing-supervisor/c2aabb39-0106-43b4-a3d7-bc0acefdfa56?utm_referrer=explore
