id,Job_title,Company,Category,Location,Work Type,Working_type,Salary,Experience,Skills,Study_requirement,Descriptions,Link,Link_img
jt66,Accounting,CV. Cysindo Sukses Abadi,Akuntansi & Pelaporan Finansial (Akuntansi),"Penjaringan, Jakarta Raya",Penuh waktu,Tidak ditampilkan,"Rp 7,000,000 – Rp 10,000,000 per month",Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Requirement:, Requirement, , 1. Usia 25-40 tahun, 2. Lulusan dengan SMA / S1akuntansi, keuangan, atau manajemen pajak., akuntansi, 3. Memiliki pengalaman kerjaminimal 3 tahunatau lebih di bidang akuntansi/keuangan/pajak, minimal 3 tahun, 4. Memahami SistemZahir dan Accurate, Zahir dan Accurate, 5. Unggul membuat laporan keuangan dan pembukuan, 6. Memahami dan mampu bekerja di bawah jadwal bisnis perusahaan yang ketat sebagai Individu atau sebagai tim, , Tanggung Jawab:, Tanggung Jawab, , 1. Mengawasi operasional sehari-hari, 2. Menyiapkan rekap penjualan dan stock harian, 2. Membuat Laporan Keuangan (Laporan posisi Keuangan, Laporan Laba/Rugi, Hutang/Piutang), 3. Memastikan dan memeriksa seluruh transaksi perusahaan yang berhubungan dengan perpajakan, 4. Harus memiliki sertifikatBrevet A & B, Brevet A & B, 5. Mempersiapkan data laporan bulanan SPT Masa PPN, PPh pasal 23, PPN E-Faktur, PPh pasal 25, 6. Bertanggung jawab atas input transaksi keuangan di software accounting, 7. Memiliki kemampuan administrasi yang baik, teliti dan akurat dalam pengarsipan berkas perpajakan, 8. Bersedia bekerja di DaerahPenjaringan, Jakarta Utara, Penjaringan, Jakarta Utara, 9. Memiliki kendaraan pribadi sendiri seperti motor, ",https://www.jobstreet.co.id/id/job/71926978?type=standout&ref=search-standalone,;
jt67,Cost Control Staff,PT Gobel Dharma Sarana Karya,Akuntansi Biaya (Akuntansi),"Kutai Timur, Kalimantan Timur",Penuh waktu,Tidak ditampilkan,"Rp 5,500,000 – Rp 6,500,000 per month",Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Tanggung Jawab :, , Melakukan pengawasan, berjalan atau tidak nya SOP dan Internal Memo terutama yang berhubungan dengan kegiatan Store/ Gudang, Petty Cash dan Cash SalesMelakukan Audit secara periode Untuk Stock Opname Gudang, Petty Cash dan Cash Sales (Jika ada)Memeriksa kewajaran transaksi dilokasi, terutama dari Petty CashDapat merekomendasikan / memberikan penilaian terhadap storeman, punya kemampuan atau tidak dalam mengelola Gudang nya.Pengawasan terhadapa aliran keuangan dilokasi - misal Petty Cash, Cash SalesMenyerahkan Laporan hasil pemeriksaan ke Head Cost Control untuk mendapatkan tindak lanjut, Melakukan pengawasan, berjalan atau tidak nya SOP dan Internal Memo terutama yang berhubungan dengan kegiatan Store/ Gudang, Petty Cash dan Cash Sales, Melakukan Audit secara periode Untuk Stock Opname Gudang, Petty Cash dan Cash Sales (Jika ada), Memeriksa kewajaran transaksi dilokasi, terutama dari Petty Cash, Dapat merekomendasikan / memberikan penilaian terhadap storeman, punya kemampuan atau tidak dalam mengelola Gudang nya., Pengawasan terhadapa aliran keuangan dilokasi - misal Petty Cash, Cash Sales, Menyerahkan Laporan hasil pemeriksaan ke Head Cost Control untuk mendapatkan tindak lanjut, , Kualifikasi :, Usia Maksimal 35 TahunPendidikan Minimal S1 Accounting atau yang relevanMemiliki pengalaman di bidang Cost Control minimal 2 tahun ( Bidang Catering / F&B lebih disukai )Memiliki kemampuan Excel yang baikBersedia di tempatkan di Area Tambang dengan sistem kerja 6 Minggu Onsite & 2 Minggu LiburBersedia di tempatkan di Area Kalimantan & MedanDiutamakan dapat bergabung segera, Usia Maksimal 35 Tahun, Pendidikan Minimal S1 Accounting atau yang relevan, Memiliki pengalaman di bidang Cost Control minimal 2 tahun ( Bidang Catering / F&B lebih disukai ), Memiliki kemampuan Excel yang baik, Bersedia di tempatkan di Area Tambang dengan sistem kerja 6 Minggu Onsite & 2 Minggu Libur, Bersedia di tempatkan di Area Kalimantan & Medan, Diutamakan dapat bergabung segera, ",https://www.jobstreet.co.id/id/job/71860586?type=standout&ref=search-standalone,;
jt68,BRAND MANAGER / ASSISTANT BRAND MANAGER ALAM SUTERA,Artha Inti Mentari,Manajemen Brand (Pemasaran & Komunikasi),"Tangerang, Banten",Penuh waktu,Tidak ditampilkan,"Rp 9,333,333 – Rp 14,000,000 per month",Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Establish and implement the marketing strategy and achieve the qualitative and quantitative objectives defined by the senior management in order to build brand equityTo oversee the launch and build product pillarsMarketing plan preparation and implementation while respecting the A&P budged in selective distribution environmentAnalyse product launches and marketing campaign and measure return on investment to implement corrective actions and new orientations if necessaryStrong brand management skills in the skin care categoryHave a good taste of design and has an eye for local beauty product in Indonesia, Establish and implement the marketing strategy and achieve the qualitative and quantitative objectives defined by the senior management in order to build brand equity, To oversee the launch and build product pillars, Marketing plan preparation and implementation while respecting the A&P budged in selective distribution environment, Analyse product launches and marketing campaign and measure return on investment to implement corrective actions and new orientations if necessary, Strong brand management skills in the skin care category, Have a good taste of design and has an eye for local beauty product in Indonesia, REQUIREMENTS, Analytical spirit and very rigorous with high sense for detailsCreative and having digital skills for SEM, social platforms back office managementGood sense of skin care aesthetic and Cosmetics marketPlan and execute brand strategy in all communication and media actions on all channelsCreate and manage promotional and maintain product brandingManage the budget for ads and promotional itemsAnalyze competitor and customer insight, Analytical spirit and very rigorous with high sense for details, Creative and having digital skills for SEM, social platforms back office management, Good sense of skin care aesthetic and Cosmetics market, Plan and execute brand strategy in all communication and media actions on all channels, Create and manage promotional and maintain product branding, Manage the budget for ads and promotional items, Analyze competitor and customer insight, ",https://www.jobstreet.co.id/id/job/71925807?type=standout&ref=search-standalone,;
jt69,SOP ACADEMY AUDITOR,PT I Like Gym Indonesia,"Penjaminan & Kontrol Mutu (Manufaktur, Transportasi & Logistik)",Jakarta Raya,Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"An SOP Academy Auditor is a professional responsible for auditing and ensuring compliance with Standard Operating Procedures (SOPs) within an organization's SOP Academy., Job Description:, Job Description:, Ensure that all staff at the academy level carry out the work in accordance with SOP issued by RockStar Academy.Carry out the In Academy audit & CCTV audit for Operation, Activity and Maintenance team.Checking the Academy facilities at each visit and report if it finds conditions that are not in accordance with company standards.Communicates the audit findings by reporting the result to the related department on the same day.Preparing a final report at the end of the month by sending to direct superior.Conducting a survey at the Academy on each gym visit., Ensure that all staff at the academy level carry out the work in accordance with SOP issued by RockStar Academy., Carry out the In Academy audit & CCTV audit for Operation, Activity and Maintenance team., Checking the Academy facilities at each visit and report if it finds conditions that are not in accordance with company standards., Communicates the audit findings by reporting the result to the related department on the same day., Preparing a final report at the end of the month by sending to direct superior., Conducting a survey at the Academy on each gym visit., Job Requirement:, Job Requirement:, Candidate must possess at least S1 in any field.Required language(s): Bahasa Indonesia, English.Expert in computer skill (excellent in Ms. Excel)Analytical, logical thought process and meticulous attention to detailA high standard of personal integrity, discretion and tact, maintaining confidentiality.Good interpersonal skill & detail oriented.Ability to work as part of a team.Ready to be placed in all RockStar Academy locations.Willing to work on weekends (In one week will get 2 days off)Preferably Staff (non-management & non-supervisor)Available to work immediately., Candidate must possess at least S1 in any field., Required language(s): Bahasa Indonesia, English., Expert in computer skill (excellent in Ms. Excel), Analytical, logical thought process and meticulous attention to detail, Analytical, logical thought process and meticulous attention to detail, A high standard of personal integrity, discretion and tact, maintaining confidentiality., Good interpersonal skill & detail oriented., Ability to work as part of a team., Ready to be placed in all RockStar Academy locations., Willing to work on weekends (In one week will get 2 days off), Preferably Staff (non-management & non-supervisor), Available to work immediately., ",https://www.jobstreet.co.id/id/job/71924416?type=standout&ref=search-standalone,;
jt70,Sales Counter (Admin Sales),PT Kokoh Inti Arebama Tbk (Group of SCG Indonesia),Asisten Ritel (Ritel & Produk Konsumen),"Jakarta Selatan, Jakarta Raya",Kontrak,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Job Description :, Proactive contact customers to offer product and close sellCreate Sales Order (SO) and Delivery Order (DO) as well as ensure readiness of delivery service and convey delivery information to customers continuallyOversee the inventory report from the warehouse, if there is an empty item, immediately contact supervisor.Make sure given sales targets is achieved, Proactive contact customers to offer product and close sell, Create Sales Order (SO) and Delivery Order (DO) as well as ensure readiness of delivery service and convey delivery information to customers continually, Oversee the inventory report from the warehouse, if there is an empty item, immediately contact supervisor., Make sure given sales targets is achieved, Requirements:, Candidate must possess at least a Diploma, any field.At least 1 year(s) of working experience in the related field(Fresh Graduate welcome to apply)Have know about Microsoft officeAble to used SAP system more be advantagesGood communication and negotiationWilling work with shift, Candidate must possess at least a Diploma, any field., At least 1 year(s) of working experience in the related field(Fresh Graduate welcome to apply), (Fresh Graduate welcome to apply), Have know about Microsoft office, Able to used SAP system more be advantages, Good communication and negotiation, Willing work with shift, ",https://www.jobstreet.co.id/id/job/71922431?type=standout&ref=search-standalone,;
jt71,Supervisor QC,PT Makmur Artha Sejahtera,"Penjaminan & Kontrol Mutu (Manufaktur, Transportasi & Logistik)","Cirebon, Jawa Barat",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Tanggung Jawab:, Tanggung Jawab:, Melakukan supervisi hasil pengecekan kualitas oleh QC LapangMelakukan supervisi pengaturan kerja QC Lapang oleh Team LeaderMemastikan parameter produksi dilakukan sesuai prosedur yang berlakuMelakukan koordinasi terkait isu-isu kualitas, Melakukan supervisi hasil pengecekan kualitas oleh QC Lapang, Melakukan supervisi pengaturan kerja QC Lapang oleh Team Leader, Memastikan parameter produksi dilakukan sesuai prosedur yang berlaku, Melakukan koordinasi terkait isu-isu kualitas, , Persyaratan:, Persyaratan:, Maks. Usia 35 tahunPendidikan minimal S1 Teknik Kimia, Teknologi Pangan dengan IPK minimal 3.00Pengalaman di perusahaan Manufacturing Makanan minimal 3 TahunPaham GMP/HACCPTerrbiasa menangani complain costumer & paham melakukan trace productMemiliki leadership yang baik dan mampu mengambil keputusanTerbiasa bekerja dibawah tekananDomisili CirebonSudah Vaksin 2/ Booster, Maks. Usia 35 tahun, Pendidikan minimal S1 Teknik Kimia, Teknologi Pangan dengan IPK minimal 3.00, Pengalaman di perusahaan Manufacturing Makanan minimal 3 Tahun, Paham GMP/HACCP, Terrbiasa menangani complain costumer & paham melakukan trace product, Memiliki leadership yang baik dan mampu mengambil keputusan, Terbiasa bekerja dibawah tekanan, Domisili Cirebon, Sudah Vaksin 2/ Booster, ",https://www.jobstreet.co.id/id/job/71922946?type=standout&ref=search-standalone,;
jt72,Repair Engineer,PT Ebara Turbomachinery Services Indonesia,Teknik Mesin (Teknik),"Bandung, Jawa Barat",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Job Requirement :, Job Requirement :, • Having work experience as Rotating Equipment Engineer is preferred, • Having work experience to repair centrifugal pump, steam turbines is preferred, • Graduate of an engineering curriculum with degree and specialized training and experience in turbomachinery and related disciplines that provides technical qualification for assigned function., • Knowledge of CAD, 3D CAD, CREO is preferable., • Demonstrated effective judgment and independence of action., • Knowledge of company policies, markets, organization structure and procedures., • Minimum applicable engineering experience level five (5) years., , Job Description :, Job Description :, • Plans, budgets, schedules and performs engineering assignments toward specified objectives within allocated time, schedule, cost and constraint established by supervision., • Independently initiates, develops, applies and test designs for new repair opportunity, special application /systems and existing products/systems improvements., • Independently plans, prepares and executes experimental program for the development of new or existing repair opportunity, design procedures. method or systems and issue applicable documentation,, • Initiates changes to existing component designs and repair methods as required for shop orders product improvements, manufacturing considerations and field modifications, • Responsible for planning, organizing and completion of major elements of the technical plan., • Provides participative direction to those performing the assignment in the calculation and analysis of data and final reporting,, • Provides technical information, co-ordinates and follows up in intra/inter- departmental activities to insure conformance to design and quality standards., • Approves layouts and drawings for assigned projects, issues appropriate documentation and informs supervision of activity status., • Provides specialized technical support/information to Sales and Service as assigned., • Provides innovation and original ideas., • Maintains awareness to new and state-of-the-art technology, competitive intelligence and new turbomachinery applications/user requirements., • Administers capital and inter-departmental programs as assigned by supervision., • Maintains knowledge of company objectives and technical plan as applied to assignment and related products/systems/functions., • Promotes, implements and reflects productivity and quality ideas as relates to assigned function., • Pursues a personal career development plan prepared in conjunction with supervision., • Performs other duties as assigned by supervision., • Performs planning and technical detailing for field service jobs in order to establish the service work requirements to be performed, • Establishes quality and documentation requirements for repair jobs, ",https://www.jobstreet.co.id/id/job/71903014?type=standout&ref=search-standalone,;
jt73,SOP ACADEMY AUDITOR,PT I Like Gym Indonesia,"Penjaminan & Kontrol Mutu (Manufaktur, Transportasi & Logistik)",Jakarta Raya,Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"An SOP Academy Auditor is a professional responsible for auditing and ensuring compliance with Standard Operating Procedures (SOPs) within an organization's SOP Academy., Job Description:, Job Description:, Ensure that all staff at the academy level carry out the work in accordance with SOP issued by RockStar Academy.Carry out the In Academy audit & CCTV audit for Operation, Activity and Maintenance team.Checking the Academy facilities at each visit and report if it finds conditions that are not in accordance with company standards.Communicates the audit findings by reporting the result to the related department on the same day.Preparing a final report at the end of the month by sending to direct superior.Conducting a survey at the Academy on each gym visit., Ensure that all staff at the academy level carry out the work in accordance with SOP issued by RockStar Academy., Carry out the In Academy audit & CCTV audit for Operation, Activity and Maintenance team., Checking the Academy facilities at each visit and report if it finds conditions that are not in accordance with company standards., Communicates the audit findings by reporting the result to the related department on the same day., Preparing a final report at the end of the month by sending to direct superior., Conducting a survey at the Academy on each gym visit., Job Requirement:, Job Requirement:, Candidate must possess at least S1 in any field.Required language(s): Bahasa Indonesia, English.Expert in computer skill (excellent in Ms. Excel)Analytical, logical thought process and meticulous attention to detailA high standard of personal integrity, discretion and tact, maintaining confidentiality.Good interpersonal skill & detail oriented.Ability to work as part of a team.Ready to be placed in all RockStar Academy locations.Willing to work on weekends (In one week will get 2 days off)Preferably Staff (non-management & non-supervisor)Available to work immediately., Candidate must possess at least S1 in any field., Required language(s): Bahasa Indonesia, English., Expert in computer skill (excellent in Ms. Excel), Analytical, logical thought process and meticulous attention to detail, Analytical, logical thought process and meticulous attention to detail, A high standard of personal integrity, discretion and tact, maintaining confidentiality., Good interpersonal skill & detail oriented., Ability to work as part of a team., Ready to be placed in all RockStar Academy locations., Willing to work on weekends (In one week will get 2 days off), Preferably Staff (non-management & non-supervisor), Available to work immediately., ",https://www.jobstreet.co.id/id/job/71922393?type=standout&ref=search-standalone,;
jt74,Pengawas Lapangan (Supervisor) HVAC,PT Sarana Surya Indonesia,Supervisor (Teknik),"Surabaya, Jawa Timur",Penuh waktu,Tidak ditampilkan,Rp 4.000.000 – Rp 6.000.000 per month,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,", About us, About us, PT. Sarana Surya Indonesia merupakan perusahaan yang bergerak di bidang Kontraktor AC bangunan Komersial dan Residensial, aktif di penjualan retail dan grosir sekaligus melayani Corporate Customer. Jam Kerja: (Senin - Jumat : 08.00 - 17.00 WIB ; Sabtu : 08.00 - 12.00 WIB ; Minggu & Tanggal Merah : Libur), , , Qualifications & experience, Qualifications & experience, , Laki Laki 20 - 30 tahunLebih disukai tidak me-rokok di tempat kerjaLebih disukai berpengalaman minimal 1 tahun di bidang HVACSanggup dikirim ke luar kota bilamana diperlukan (ada Tunjangan)Memiliki communication skill dan mampu berinteraksi yang baik dengan pihak luarMenguasai MS. Office (Email, Power Point, Word, Excel)Menguasai Autocad (nilai plus)Penempatan Surabaya, Laki Laki 20 - 30 tahun, Lebih disukai tidak me-rokok di tempat kerja, Lebih disukai berpengalaman minimal 1 tahun di bidang HVAC, Sanggup dikirim ke luar kota bilamana diperlukan (ada Tunjangan), Memiliki communication skill dan mampu berinteraksi yang baik dengan pihak luar, Menguasai MS. Office (Email, Power Point, Word, Excel), Menguasai Autocad (nilai plus), Penempatan Surabaya, , , , Tasks & responsibilities, Tasks & responsibilities, , Memberi laporan berkala ke kantor untuk progres pekerjaan di lapanganMengatur jadwal pengiriman barang & manpower ke lokasi, Memberi laporan berkala ke kantor untuk progres pekerjaan di lapangan, Mengatur jadwal pengiriman barang & manpower ke lokasi, , , , Benefits, Benefits, , Tunjangan pulsaTunjangan transport, akomodasi & makan (apabila di luar kota), Tunjangan pulsa, Tunjangan transport, akomodasi & makan (apabila di luar kota), , , ",https://www.jobstreet.co.id/id/job/71906850?type=standout&ref=search-standalone,;
jt75,Group Financial Accountant,PT Sarana Steel,Akuntansi & Pelaporan Finansial (Akuntansi),"Jakarta Pusat, Jakarta Raya",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Sarana Group (PT. Saranacentral Bajatama.Tbk, PT. Sarana Steel, PT. Buana Maju Selaras, PT. Mitra Graha Andalan, dsb.) adalah sebuah grup perusahaan yang bergerak di industri baja dan properti., Kantor Pusat kami berada di Gedung Baja, Jakarta Pusat dan kami memiliki beberapa pabrik di wilayah Karawang, Surabaya, dan Jakarta serta apartemen di daerah Bekasi., Saat ini grup kami membutuhkanGroup Financial Accountantdengan kualifikasi:, Group Financial Accountant, Pendidikan Minimal S1 Akuntasi/KeuanganPengalaman Minimal 3 Tahun dalam bidang akuntansi dan auditPaham dan mampu menyiapkan laporan keuangan konsolidasiMemahami dan menguasai standard akutansi (PSAK) dan PerpajakanMemiliki keahlian menggunakan software Akuntansi (SAP/Acxurate/Zero/MYOB) dan Microsof Office, Pendidikan Minimal S1 Akuntasi/Keuangan, Pengalaman Minimal 3 Tahun dalam bidang akuntansi dan audit, Paham dan mampu menyiapkan laporan keuangan konsolidasi, Memahami dan menguasai standard akutansi (PSAK) dan Perpajakan, Memiliki keahlian menggunakan software Akuntansi (SAP/Acxurate/Zero/MYOB) dan Microsof Office, , Noted : Mohon lampirkan CV yang memiliki foto profil dan usia, ",https://www.jobstreet.co.id/id/job/71883635?type=standout&ref=search-standalone,;
jt76,Electrical Technician,PT.Gulbrandsen Technologies Indonesia,"Analisis & Pelaporan (Manufaktur, Transportasi & Logistik)","Karawang, Jawa Barat",Penuh waktu,Tidak ditampilkan,"Rp 6,500,000 – Rp 7,500,000 per month",Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Key Responsibilities:, Key Responsibilities, P&ID drawing readingMV and LV equipment maintenanceInstrumentation configuration calibration and maintenanceConventional control relay, PLC and DCS systemEarthing and grounding systemUnderload and overload protection relay settingFire protection systemNew electrical equipment installationBuilding maintenance, P&ID drawing reading, MV and LV equipment maintenance, Instrumentation configuration calibration and maintenance, Conventional control relay, PLC and DCS system, Earthing and grounding system, Underload and overload protection relay setting, Fire protection system, New electrical equipment installation, Building maintenance, ",https://www.jobstreet.co.id/id/job/71924489?type=standout&ref=search-standalone,;
jt77,Administrasi,PT Sinar Anugrah Berkarya,Asisten Administratif (Administrasi & Dukungan Perkantoran),"Jakarta Selatan, Jakarta Raya",Penuh waktu,Tidak ditampilkan,Rp 4.000.000 – Rp 6.000.000 per month,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Dibutuhkan ADMIN, Maksimal Usia 30 TahunPendidikan Min D3JujurTeliti Dan RapihMenguasai dan Mahir Microsoft OfficePengalaman di Bidang ADMINISTRASI Konstruksi akan diutamakan / pernah menggunakan sistem Accurate akan diprioritaskanPenempatan Jaksel, Fasilitas :Gaji PokokBpjs KetenagakerjaanBonus, ",https://www.jobstreet.co.id/id/job/71807458?type=standout&ref=search-standalone,;
jt78,Construction Project Manager,PT. Smart Advisory Solutions,Manajemen Proyek (Konstruksi),"Badung, Bali",Penuh waktu,Tidak ditampilkan,Rp 20.000.000 – Rp 30.000.000 per month,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"This position is for a Bali based villa development and property management company, who is passionate about design and aesthetic and aim to create properties that stand out and built with passion as if they are our own personal dream homes., Responsibilities :, Responsibilities :, Assist in project planning, budgeting, and scheduling.Coordinate with contractors, subcontractors, and suppliers.Monitor and report on project progress and budgets.Conduct regular site inspections and safety checks to ensure contractors are performing in accordance to existing contracts and adhering to high standard building practicesManage the resolution of construction issues.Ensure compliance with local building codes and regulations.Support the sourcing of high-quality building materials and samples.Support architectural drawings and specifications., Assist in project planning, budgeting, and scheduling., Coordinate with contractors, subcontractors, and suppliers., Monitor and report on project progress and budgets., Conduct regular site inspections and safety checks to ensure contractors are performing in accordance to existing contracts and adhering to high standard building practices, Manage the resolution of construction issues., Ensure compliance with local building codes and regulations., Support the sourcing of high-quality building materials and samples., Support architectural drawings and specifications., Requirements :, Requirements :, Prior experience within the construction field in Indonesia is a must, with sound knowledge of construction methods and building materials.Bachelor's degree in Engineering (Civil), or related field.Enthusiasm for construction and a willingness to learn.Computer literacy (ability to operate Microsoft Office, Auto CAD, Sketchup)Strong organizational and time-management skills.Effective communication and interpersonal skills.Ability to work collaboratively in a team environment.Excellent verbal and written communication skills, with fluency in English a must.Must be based in Bali or able to relocate to Bali.This position primarily requires on-site presence in the Bukit Peninsula but will require travel across BaliIndonesian citizen., Prior experience within the construction field in Indonesia is a must, with sound knowledge of construction methods and building materials., Bachelor's degree in Engineering (Civil), or related field., Enthusiasm for construction and a willingness to learn., Computer literacy (ability to operate Microsoft Office, Auto CAD, Sketchup), Strong organizational and time-management skills., Effective communication and interpersonal skills., Ability to work collaboratively in a team environment., Excellent verbal and written communication skills, with fluency in English a must., Must be based in Bali or able to relocate to Bali., This position primarily requires on-site presence in the Bukit Peninsula but will require travel across Bali, Indonesian citizen., ",https://www.jobstreet.co.id/id/job/71904040?type=standout&ref=search-standalone,;
jt79,Movie Digital Marketing Specialist,PT Nusantara Sejahtera Raya Tbk (Cinema XXI),Pemasaran Digital & Pencarian (Pemasaran & Komunikasi),Jakarta Raya,Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"PT Nusantara Sejahtera Raya (NSR) also known as Cinema XXI is recognized as the industry leader and the iconic destination for movie-goers in Indonesia. With more than 30 years of experience in the movie exhibition industry, Cinema XXI is committed to always providing the best-in-class amenities and affordable movie-going experience for Indonesians. For always make a good improvement, absolutely we're always seeking someone who has enthusiastic and good personality to join our team with qualifications below., Job description :, Digital Marketing Specialist will be responsible for all digital marketing campaigns, including generating leads, conducting market research and actively engaging with the business to optimize the performance of our Movie Promotion strategies.Developing and implementing a digital marketing strategy.Creating visual concepts for promotional activities.Tracking digital marketing performance.Creating and updating digital marketing reportsOverseeing the digital marketing budget., Digital Marketing Specialist will be responsible for all digital marketing campaigns, including generating leads, conducting market research and actively engaging with the business to optimize the performance of our Movie Promotion strategies., Developing and implementing a digital marketing strategy., Creating visual concepts for promotional activities., Tracking digital marketing performance., Creating and updating digital marketing reports, Overseeing the digital marketing budget., Job Requirements:, Bachelor's degree in Marketing, Management, Communication, Creative, or a related field.At least 4 Years of working experience in Digital Marketing.Good command in EnglishProactive, smart, high motivation, and work hard to achieve targetFacebook Ads, Google Ads, TikTok Ads, Google Spreadsheet, Google Analytics, CRM ToolsStrategic and creative thinkingExcitedly learn new thingsStrong knowledge of the latest trends, tools, and best practices organic digital marketing., Bachelor's degree in Marketing, Management, Communication, Creative, or a related field., At least 4 Years of working experience in Digital Marketing., Good command in English, Proactive, smart, high motivation, and work hard to achieve target, Facebook Ads, Google Ads, TikTok Ads, Google Spreadsheet, Google Analytics, CRM Tools, Strategic and creative thinking, Excitedly learn new things, Strong knowledge of the latest trends, tools, and best practices organic digital marketing., ",https://www.jobstreet.co.id/id/job/71922392?type=standout&ref=search-standalone,;
jt80,CS Dokumen Export / Import,PT Tui Logistik Indonesia,"Pengapalan/Pengurusan Transportasi (Manufaktur, Transportasi & Logistik)","Jakarta Selatan, Jakarta Raya",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Based on your background and skill, you will be posted at our Export or Import Division to handle full stage of shipment administration for certain customers, liaise with customer's export/import PIC, agents and local authority. You will also finalize customer's billing for the job., , You need to full fill below requirements :, Well understand on Indonesia's customs regulation, At least 2 years experience in international freight forwarding, Deep knowledge in all shipment process, Fluent in English verbal and written, Have a good communication and negotiation skill, ",https://www.jobstreet.co.id/id/job/71920749?type=standout&ref=search-standalone,;
jt81,Admin Gudang,DIGITALTEKNOLOGI SEJAHTERA,"Pergudangan, Penyimpanan & Distribusi (Manufaktur, Transportasi & Logistik)",Jakarta Raya,Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Kualifikasi :, Kualifikasi :, Usia maksimal 35 tahunLulusan minimal SMAMinimal memiliki pengalaman kerja selama 1 tahun di bidang yang samaMenguasai Microsoft officeJujur, bertanggung jawab, dedikasi dan komitmen dalam bekerjaDomisili di JabodetabekSiap bekerja overtime dan di bawah tekananMempunyai Sim CDeskripsi pekerjaan: Admin Gudang 1, Usia maksimal 35 tahun, Lulusan minimal SMA, Minimal memiliki pengalaman kerja selama 1 tahun di bidang yang sama, Menguasai Microsoft office, Jujur, bertanggung jawab, dedikasi dan komitmen dalam bekerja, Domisili di Jabodetabek, Siap bekerja overtime dan di bawah tekanan, Mempunyai Sim C, Deskripsi pekerjaan: Admin Gudang 1, Tugas dan tanggung jawab :, Tugas dan tanggung jawab :, Checker penerimaan dan pengiriman barangInput data stock barang ke dalam sistemStock Opname dan pekerjaan administrasi lainnya, Checker penerimaan dan pengiriman barang, Input data stock barang ke dalam sistem, Stock Opname dan pekerjaan administrasi lainnya, ",https://www.jobstreet.co.id/id/job/71888818?type=standout&ref=search-standalone,;
